Index,Clue,Solution
102931,Romans fully supporting contralto in general,cromwell
130317,"Terribly rude and thorny, victor under the Lancastrian rose",henrytudor
32838,Good smart pithy quote,soundbite
10216,Military show leaves a permanent impression on one,tattoo
11278,Trouble about gambling game - it isn't over yet!,alottodo
20231,Treasury supply Head Office with employment,storehouse
27053,Girl taking doctor in something for making pudding,semolina
118969,"Carefully extract bat and lion, then behead Shed!",winkleout
103787,Boat with pronounced curve,ark
136235,Clouds of particles and gas obscure bus lane,nebulas
46139,Tidy up - start in the passage,transit
58072,Jenny used to be in service,wren
137684,"Act of authorising a goal line technology, initially, is complex",legalisation
29071,Excrescence on the Spanish tree,cornel
121755,"Retired cook regulated time for lobster, say",decapod
80829,"Flexible tempo and spirit shortened, as is conductor's stick",rubato
53977,Stand and turn after backing Enigmatist's setting,milieu
72543,Bird sees sign beginning to wobble in terrible gale,eagleowl
102378,Action in which the bar is approached with low expectations,limbodancing
47372,Rigorists would see opposition leader in underwear,pedants
115411,"Ate sundae that's contaminated, becoming this?",nauseated
8275,Son caught in trap? Retreat!,nest
21041,Claims to have originally raised standards,uprights
36039,Inner circle curving inward around line,conclave
8062,Clown given a hot drink,cocoa
32722,Backed-up river's got nothing and produces yellow oil,linseed
101912,Showed complicity after outlaw misled,hoodwinked
399,Comment of stable relationship among those next door?,neigh
2633,Hot drink and porridge for him!,inmate
106477,Supplies rushed on board,stores
19686,"Strangely ill with bug? No, it's in the blood",globulin
58099,Empty hotels converted in Africa,lesotho
106106,One to reject rubbish? Right,refuser
64445,Giving opinion boldly and loudly,speakingup
91807,Scene of play in which fighting takes place,theatre
107921,Validity of bequest entailing Cockney injunction to boxer?,legitimacy
66516,Vance led art and design for item posted early for Christmas,adventcalendar
17471,Seek seclusion in stronghold off the beaten track,keepoutoftheway
52699,Wayward vermin found in Morecambe?,erratic
124755,"Called in foxhunting, daughter following you, almost, with ""a son of God""?",yoicked
53313,Spielberg's part for Hamburg banker,elbe
17380,Sadly Rosalind lost shilling for holy book,ordinal
39910,"Check setter's trapped, without a little money",impediment
123073,Butcherbird weeps for flycatcher,spiderweb
36747,Manage somehow to produce and act at the same time,makedo
72097,Be sorry for being in prison again,repent
91415,"Ted, about to eat up, made a noise",twanged
63601,Order to confine gangster for last two members of panel,committal
80079,Pressing a point in traffic,treading
101697,Tenement proprietors in the capital,blockletters
1146,He daren't upset supporter,adherent
54483,More expensive hairdo keeping jumper on top floor?,upperroom
125651,Beryl's second character?,stone
2756,Improve the wretched English Channel no end,enhance
31587,Garbage - three times as much left out,tripe
32999,Puzzle no more?,nonplus
99999,Commentary never dividing a country,annotation
21079,Article supporting new echidna farm,hacienda
102924,Masculine bowels in torment with this movement,womenslib
115271,Bet on every course?,eachway
12728,Badly prepared ham cost appetite,stomach
57466,"A doctor, stupid fellow, with a frock for the envoy's wife",ambassadress
116671,Better conditions for naked swimmer announced,newdeal
46119,Sappers in control of cavalry,rein
132580,"Students, upset by low grade, now rioting at the end of the day",sundown
18682,King conceals the hide,leather
72632,"Good to join the dots, then picture finally showing European city",cologne
91565,Crossing the channel,passage
38295,Watch chain not originally belonging on watch?,alert
104241,"Trollope heroine, wayward angel, swallows surprised comment",glencora
1278,One undertaking to fiddle with agricultural equipment,contractor
43556,Little one for the upper house? Tory fell around convulsed,lordfauntleroy
139540,Bishop needing to phone wife maybe to prove a point,bringhome
16293,"[Man, maybe, intended to walk down this topless]",isle
129320,"A number down fruit squash, ultimately getting sick",blueberryhill
135307,Gates secured by catches?,wickets
75895,Incline to install oven at Land's End?,coastline
126113,Pay freeze finally put on comedian,wage
16536,Girl retires after six in foreign city,vienna
17108,Those people comprehend nothing about the proposition,theorem
41130,Grasp left ear and tip of nose,learn
59983,"Coastal resort, though not in Kent",seaside
68987,A crafty setter on top - but pretty feeble,measly
106135,Not in everyone's interest to market cod: could be left wanting?,selfish
33270,In bed one may use a joystick,pilot
68167,Island of Jakarta's first lady,java
10982,Material lawyer has to cover,damask
78511,South American Indian tribe found in the foothills?,scree
68546,Meat axe,chop
79469,Child minder to hurry back to Kent,nurse
30570,"The Queen is in the joint, scoffing",derisive
7264,Corrupt it isn't!,taint
113439,Apply oneself to doubles after change of ends,swot
112209,See-through material that's branded XXX,triplex
69365,Old man slow to develop taste,palate
37139,Narrow Southern characteristic,strait
84071,Unfriendly one next to back of grid veers off,adverse
78825,GI's hero makes like a man-eater,ogreish
48000,Playing with one kind of side in triangle,opposite
133161,Those out for pleasure wanting seductive lady start to finish?,trippers
49900,Hardly able to see setter's film about love,myopic
130167,Self-help group cuddling cat and dog,akita
106365,Bill's children,chits
123306,"Don Quixote's horse, say?",donkey
162,Tries to interrupt Spanish team's practice,rehearsal
125159,High-flying female gulls heard by a Roman road,aviatrix
67040,Bird making harsh sound,ruff
113383,"About mid-November, change for American bonds",cements
117475,Jailhouse workers struggle with habit (drugs),wardresses
77441,"Setter - Brummie, perhaps, can find training here",newstreet
25779,Top man on commercial,head
105704,Foils one stored in holds,baulks
128729,Perhaps T-bone makes one look masculine,squarejaw
30082,"Being old, died single at half-term",obsolete
113716,A small class has property,assets
42246,"It's taken in at school, we hear",eaten
76947,First mate crossing border,primal
137278,A million men love us being in love,amorous
67973,Country-loving Irish saint loses part of the ear,patriotic
90660,Diplomat made to stick to the point,attache
73943,No beautifier of public places,litterlout
22481,Follower of spirit?,chaser
139593,Radio and TV broadcast must include Home Is Where The Heart Is,mediastinum
68997,Catching fish is English setter's mission,embassy
11212,"Having recalled iron in the end, I start to remember another metal element",nitrogen
70136,Jumbo pilot turning radio operator away,mahout
80813,Remain all at sea - all at sea,marine
106475,Plain course of action read out,steppe
22982,Prepare to leave group,pack
59628,Match at sea in sea film,semifinal
58018,"Far from centre page, goddess in danger",peripheral
50538,So exact,very
123322,The attraction of misrule,lure
1284,"Red duck, which is neither red nor a duck",flamingo
119571,"Preserve discussions to reduce nuclear danger, initially",salt
4569,Where Polanski lost his head?,oman
85706,"Staggering home, overwhelmed by gusto, and stumbling",astounding
61661,French study involves notes,etude
42682,"When cut up, Love has power - Love has destructive power",volcano
48079,Left boy to pen red pig,larboard
123476,Killer game …,hangman
48759,Composer has staff fiddle with opening of opera,rodrigo
29976,Big name in the performing arts,star
128044,Runs through the centre of Florence with several black cars in pursuit,rehearses
74664,Womaniser's tool,rake
15790,Smooth American wind,flatus
7123,"With English papers about to right, it's my job to do it!",editor
100111,Reported man of rank mounted is a horrific experience,nightmare
12479,A piece for brass and wind instruments,hornpipe
73522,Actual sound recorded twice running on sort of tape machine,reeltoreel
134093,Finished dealing? It won't stop here,throughtraffic
23240,Heads turn in shock,stun
111639,Wonders at distance travelled without vehicle upset,miracles
135116,Chance of us saving a bit of money - why hotel this time is cheaper,happyhour
22863,Calm help we required to move this encumbrance,wheelclamp
85133,Worker's control of portable luggage?,handgrip
79799,Fail to move gentle Conservative,neglect
34731,"Copper in French bed, put back into back, is netted",reticular
86529,"Simple program computer company sent, finally",applet
131158,Tease at least in a different way,tantalise
137438,By mistake his men get engaged,inmesh
140298,"Central Birmingham, in short a city initially chap finds a pain",boneache
107895,A lot of men have little weight to speak of,enounce
7316,Testing ground is another place for an MP,lords
87002,"Girl is a ""bird"", as some might say",nesta
117959,"Free place given precedence, which is rotten",putrid
135759,"Triumphantly elevated, presided over country riven by outrage",chaired
39132,"Composer, techno fan, finally changes direction",ravel
110852,Identification system consists of flag and cipher,colourcode
140952,An unhappy existence of stick-retrieval etc?,dogslife
22762,Attitude of one on benefit?,doleful
137355,Channel in Spooner's broad river,tideway
81081,"For example, Aesop's dog-in-the-manger?",possessive
122946,Many learn wrongly he never quite made it,nearlyman
5996,"Flea bit you twice, say? Bad as Foster's dreamer!",beautiful
32510,"Seen from behind in portrait, some Roman port",ostia
47822,Socialist International MP,redcap
122418,Metalled road for when things get tough?,thehardway
61992,Sea water parts for Jason's aide,medea
89351,"To decapitate, remove head always",ever
