Index,Clue,Solution,gemma_predicted
1538,"Girl who makes you nearly glow, then look back",gloria,assemblage
119218,"Get dad drunk, say, involving a couple of parties",bipartite,assemblage
94357,Reproducer of Trojan holding note at a pub,hectograph,assemblage
91889,Fan finds trouble follows a heartless lie,aficionado,assemblage
6738,"Sky thus clearer, as university sportsman runs",bluer,assemblage
40719,Secretary in the States is a sap,upas,container
67884,Smell fine reserve,book,double definition
76746,One book on birds for advanced students in America,internes,assemblage
41823,Tree could be so creamy,sycamore,anagram
87504,Choir with its quavers breaking new ground,historic,anagram
76062,Processed heroin available at a price,onhire,anagram
127336,"Musical system that can be revised for solo, in fact",tonicsolfa,anagram
24151,Wellington's section showing how soldiers should march,instep,double definition
70011,Vulgar American four entertained by their President no longer,abusive,container
76100,University in conservative soap opera setting,cambridge,assemblage
52612,Disputed frontier,borderline,double definition
91254,Colour purplish brown won't begin to be cut,reduce,assemblage
110946,Non-illuminated bend up front leads to the opposite,sunlit,assemblage
42138,What that enemy harbours?,hate,hidden word
45410,A number observed outside happening,seventeen,container
57257,Labour to keep arbitrator in clover,trefoil,container
951,He owed a pound of flesh? A strange notion,antonio,anagram
43854,"Hastened, say, to climb Alps?",range,assemblage
5677,Barge carrying less cargo?,lighter,double definition
65071,Boyfriend getting girl doctor to change rota,inamorato,assemblage
114210,Criticises card game's return,pans,anagram
13585,Irene may appear when he's around,ernie,anagram
80682,Left in peace at a square in Madrid,plaza,container
53004,Disagree with long pronouncement in paper,takeissue,assemblage
76938,Thwart the unknown in confused times,stymie,anagram
97786,Ridicule the regional tableware,teaset,assemblage
137651,Vehicle manoeuvre - real comedy act?,rightturn,assemblage
19437,"Our Wednesday, or a godlike ""duck noise"" joke",odin,assemblage
107566,"Rich, turning up, is on cue",pecunious,anagram
50078,Where to find Lorelei in her distress,rhine,anagram
12632,It shows pressure or bias is developing,isobar,anagram
99592,Male facing stress when leaving US city,memphis,assemblage
27800,"Abroad, confused between left and right",labrador,assemblage
138977,"Executing rogue, sorrowful earl replaces head of axe",implementing,anagram
129634,Maintain the same policy?,reinsure,double definition
7984,"Neat shot, though not centred with precision",nicety,assemblage
72062,"Hardwood - pine, say - pleasant when toasted",teacake,assemblage
125309,Boy born on top of stretcher?,brick,assemblage
118913,Vehicle on notable run aiming to be eco-friendly,carbonneutral,assemblage
55872,Code for the thick-headed,ethic,hidden word
136300,"People of power head south, drinking old red wine",potentates,assemblage
135834,Is linked by time? That's extremely premature,hastiest,assemblage
131353,Bar Venice? Split the drink between the three of them,adriaticsea,assemblage
15394,"Tell one all we arranged and, if it ain't broke, don't fix it",letwellalone,anagram
60885,Plan to secure new role is adequate,tolerable,container
29453,They clip specific items studio requires after vacation,scissors,hidden word
29065,Mad behaviour of people on the way,roadrage,assemblage
41194,Goddess makes man survive,hebe,assemblage
9392,Initiate Israeli leader,begin,double definition
122333,Sweet things in book collection most delightful,nicest,container
72432,Old magistrate about the day before,reeve,assemblage
24494,Cooked eel with crackers is basic,elemental,assemblage
12474,Responsible for what's inside fuse,behind,container
52564,Character against drink,chianti,assemblage
115385,Put up with nothing short of Asian island,borne,assemblage
52202,"Brought up changes to delete, outlining state",elevated,container
108427,One's crisis forced annulment,rescission,anagram
31862,Famous item in entrants' pockets,eminent,hidden word
61366,Flinch from having bell in church,cringe,container
52677,"Gates, maybe, soft before time",pearly,assemblage
1970,"Primate swallows vegetables to satisfy hunger, perhaps",appease,container
132221,Smart clothes are endlessly turning up for French politician,chirac,anagram
21040,Quality of King and Queen recognised in very many quarters,sereneness,assemblage
110329,"Fish eggs, fruit of the deep",seagrapes,double definition
64847,Posing like deposed ruler,king,double definition
60364,Put on weight and looked older,staged,assemblage
61310,Just buying and selling,fairtrade,assemblage
43886,Luxembourg possesses a capital,lhasa,assemblage
787,A pound of sultanas?,harem,double definition
126424,Determined a doubter will convert,obdurate,anagram
72983,Good man consumed by power,state,assemblage
107993,Key to weakness revealed outside our scene of action,courtoflaw,assemblage
2724,Frail insect eating a single document,flimsy,container
68791,Convert her with my short poem!,rhyme,anagram
67992,"Deliberately crash into vehicle, knocking piece off front",ram,assemblage
87497,Motley beast or bad boy once,assorted,assemblage
134298,Director backing Britain? Jolly good fellow!,kubrick,assemblage
69540,Innocent abroad?,naif,double definition
68900,Gets messing about in boats,obtains,anagram
139240,Fail badly with a Japanese verse,tanka,assemblage
70032,Left sheet listing one's financial assets,portfolio,assemblage
85826,Grass home for d-devil housing an explosive,indianhemp,container
106085,Members unite having right to work for this?,reimbursement,anagram
48518,"Snooping, a small number make notes",nosing,assemblage
2505,Couple stop as way to end a game of tennis,tiebreak,assemblage
110950,Got back to front,regainedthelead,assemblage
81286,So not about to be given sequence of notes to follow?,tonedeaf,assemblage
96151,Lower speeds ordered on both sides of the river,depress,anagram
31800,Upending tin over most of spicy Mexican food,nacho,assemblage
108770,"Firm slice finds corner, say",setpiece,assemblage
11786,Wrongly push to a conclusion,upshot,anagram
127548,Detachment of soldiers holding clubs in card game,picquet,double definition
32540,Some ladies drink,bevy,double definition
41014,Complex to explain,elaborate,double definition
466,This gauges resources and signifies a river,meanstest,assemblage
33122,"Comedian met fame awkwardly, finally destroyed",mademincemeatof,anagram
45774,Fliers distributed; sheet contains mockery,persiflage,container
117667,"Moan, if drink's drunk hot",whine,container
113542,New pair go off to win election,gainpower,anagram
65918,Biscuit produced in a mass,wafer,double definition
45657,Artist twice entering dock,cubist,container
83510,Blocking promotion,plugging,double definition
94556,Shop closing early before mass attack,storm,assemblage
63029,Meets train as ordered where it stops,terminates,anagram
131162,"Digit's good, dividing number reportedly better",forefinger,container
97388,Nameless tyrant can become irritable,ratty,anagram
116658,Is card between pair of diamonds swell?,distend,container
8739,Gather there no getting out of hell,infer,container
39731,"Rocker, say, meeting conductor",chair,double definition
49880,Irishman in charge of Scottish club,celtic,assemblage
46282,One to pour out wine for starters,antipasti,assemblage
35604,This orc running is one that can't fly,ostrich,anagram
42159,Go it to date - not so fast!,steady,double definition
141937,Place vessels around large plot,layplans,container
42638,Drinker of rum and winter warmers will get liver damage,longjohnsilver,assemblage
125622,Cautious bids ordered - it was dangerous for old sailors,charybdis,assemblage
10312,Determined where nomads live?,intent,double definition
115869,"Earth not even, pulled up tuber",eddo,assemblage
107597,"They grip food, both hands stuffed inside edges",pliers,container
88587,"Hercule II, revolutionary French churchman",richelieu,anagram
19516,Service provider,priest,double definition
4635,Avenge upset in Switzerland,geneva,anagram
29916,General passages written up inspired by Indian city?,agricola,assemblage
27519,Weapon standard rising? That's right!,rapier,assemblage
25066,"See, say, unidentified writer's catalogue of principles",canon,assemblage
20332,Shocked query about new cars is unhinged,isnothingsacred,anagram
127180,Plots involving high-speed races,machinations,assemblage
96398,"From afar, about to get accommodation close to Derby",remotely,assemblage
48694,Chimney first built in the past brings back trouble,lumbago,assemblage
100258,Help idiot start to improve posture,assistance,assemblage
38758,"Relatively speaking, one's kept under wraps",mummy,double definition
87522,Instigate storing flower in kind of cup,stirrup,assemblage
142221,"Having coat on boat, catching river fish",mackerel,container
141187,A king boarding plane that's less reliable,flakier,container
40560,But does the chattering class come to the point here?,focusgroup,assemblage
7682,Stake fixed by partners in French city,nantes,container
