Index,Clue,Solution,Spaced_Solution
5548,Support for member to pay balance,footrest,footrest
5087,Lamb put on string for princess,cordelia,cordelia
94935,Standing of French Queen and significantly smaller,teenier,teenier
116488,How church worker can offer praise?,chant,chant
110889,Bill and Edward played,acted,acted
42770,Motive concerning an endless strain,reason,reason
95588,Row developing in court,ruction,ruction
76813,Two support the church,brace,brace
62505,Little boy with a metre-wide hole,chasm,chasm
48876,A final note about a fabulous writer,lafontaine,la fontaine
97545,Talk garrulously (rabbit on) in part of France,gascony,gascony
106090,"I'm sort of top, but going up and down",yoyo,yo yo
86968,If German is supporting overthrow of EU policy he won't use violence,pacifist,pacifist
103224,"Providing funds, though die in the red?",endowing,endowing
23234,"In a difficult situation, use hose on grass",tightspot,tight spot
36147,Garments Carthaginian leader introduced to African city,tunics,tunics
72676,Official voice of the cyclist?,spokesman,spokesman
95226,Engineer to turn to Preminger,otto,otto
77553,Flag with a tale of heroism,saga,saga
39924,Large old ship is broad and slow,largo,largo
89382,Supervised position of lumberjack?,oversaw,oversaw
72105,Fire at mate? Trouble in due course,afteratime,after a time
129476,"Capes, which are exactly the same",carboncopies,carbon copies
90763,Sheepish four regularly breaking new rule,rueful,rueful
11124,Humiliating remark was repressive,putdown,put down
50571,Bar - don't spend!,save,save
108211,About to get severe cramp,restrict,restrict
40465,"Fragile thing, problem leading to fault",teaservice,tea service
11122,Recorded snub,putdown,put down
1230,Talented leading counsel at the bar,clever,clever
126223,Italian cathedrals arouse odium,duomi,duomi
70709,Short programme for the handicapped?,rehab,rehab
121320,Office worker casually visiting old city to get a deep-fried dish,tempura,tempura
80582,Part of Turkey's employed in fencing,wattle,wattle
36340,Weeping mother returned popular award,niobe,niobe
125591,"After hugging guys, one has regret",lamenter,lamenter
107957,"African warriors, revolutionary yet showing irreverence",impiety,impiety
104237,Canary has number - there's energy in numbers,tenerife,tenerife
120225,What sweat will do via pores in transformation,vaporise,vaporise
129333,Questioning of Socrates most common,coarsest,coarsest
62010,Reckon without penalties bearing discrimination,faddiness,faddiness
79412,Girl looking OK in elfin clothing,felicity,felicity
29789,Birds can do it with their eyes shut,peep,peep
93438,"Native American in prog rock group, wearing relative's shoes",brothelcreepers,brothel creepers
81381,Lives in des res I converted,resides,resides
8242,"Eat from river, as bird",grouse,grouse
101937,Be clearly out when turning ball goes to fielder,breakcover,break cover
43682,Before Man exists … before that? An article of faith,theism,theism
7908,Name one Greek island: one with a divided capital,nicosia,nicosia
47330,Clean out container on top - it's got a needle in it,binnacle,binnacle
44415,"Cross waves in secret to defect, ultimately",intersect,intersect
37657,"Son was visibly moved, did some housework",swept,swept
25616,Pat his arm in error,irishman,irishman
84484,Suckers for medical treatment,leeches,leeches
7598,Place for researching our party,labour,labour
135587,"Well, what might have me beatified?",mygoodness,my goodness
141678,"Attacks with a 'furious fastidiousness', ultimately - fine to ignore flaws",assaults,assaults
42338,Origins of terrific hubbub below and terrific hubbub above,thunder,thunder
86698,"Extremes in heavy drinker, overpowering even, producing gas",hydrogen,hydrogen
19113,How much harvested? Give up!,yield,yield
126362,"They may be sarcastic, when press is across the street",ironists,ironists
36262,Head of stable clipped tail,scut,scut
118705,Inadequate squad with invading force,unfit,unfit
113031,Member enters toilet to find clothes,garments,garments
42405,I do without a bit of money,coin,coin
1001,Drink to a virtuous character,toast,toast
69862,Operatic heroine cast down about love?,tosca,tosca
140576,A Hebrew pronunciation of 'Hankies out all over Arizona',ashkenazi,ashkenazi
135837,Closely follow master's beliefs,dogmas,dogmas
106878,Coke party that's thrown by children,snowball,snowball
24375,"Emotionally detached, as football stadiums this year, completely empty inside",fancyfree,fancy free
106268,Abandon royal dignity,abdicate,abdicate
2037,Lizard's egg laid in uncultivated land,monitor,monitor
75662,Turnabouts in vessels,uboats,u boats
141636,"Wet love, devoted cuddles",pluvious,pluvious
43975,Some bandit took the same again,ditto,ditto
51199,Pay raise - it's Pasquale's premier objective,stipend,stipend
75381,A woman's remains,ashes,ashes
21072,Titled gentleman losing right to go underground,maquis,maquis
96257,Auntie Deb's silly gas,butadiene,butadiene
69895,"Change ending to hit, one's up for success?",thumb,thumb
129180,Revolutionary semi-proletarians stink with doctor's fiery cocktail,petrolbomb,petrol bomb
24075,To be drunk neat?,tight,tight
33088,Order posted by tyrant,despot,despot
97433,Drivers of the stage knocked out Comanche,coachmen,coachmen
7929,Journalist covering hostilities deserted old king,edward,edward
79299,Cheese in France: what for? All round nonsense!,roquefort,roquefort
131896,Exam taken with customary charm,commonentrance,common entrance
89940,Court officer's trap catches nothing,coroner,coroner
20864,Author quick to get the bird,swift,swift
128288,Mistake by a serviceman?,fault,fault
4397,Take a secret look around castle,peek,peek
139451,"Victoria's Englishman, hair combed back",pom,pom
79329,"Trap seen, ran off!",ensnare,ensnare
95413,Certain one can't be,agnostic,agnostic
32180,In the course of a lacklustre comeback,amid,amid
10276,Exclude underworld leader with pass,disqualify,disqualify
138906,Disparages player defending snacks,backbites,backbites
123559,Bubbly Tory slows down,champers,champers
37749,They help to protect viewers from lewd exhibitions,bluespectacles,blue spectacles
79281,Weapon of racism (lost without it),scimitar,scimitar
57139,Jack and mates scrapped this?,jetsam,jetsam
62097,Father seen before getting out of puff,padre,padre
55164,What's lost again aroused such a feeling?,nostalgia,nostalgia
121571,Adhering to socialist principles following Tories' first victory in part of contest,leftwing,left wing
25730,Monk upset about men lacking principle,amoral,amoral
46317,Paper towels initially put out,tissue,tissue
70528,Mistress turned out in a fancy coat of ruby red,revolutionary,revolutionary
14420,Corporations up for filth,smut,smut
17049,Fluid mechanics causing unfortunate event,mischance,mischance
56489,What may replace toes here,shoetree,shoetree
121104,Pilot takes learner through air turn manoeuvre,trialrun,trial run
4190,The lowest acceptable price is a pound,reserve,reserve
125271,Singular approach of primate-catcher?,softly,softly
44062,"Mourner, inwardly, oddly redolent of dog",goldenretriever,golden retriever
89929,Heartless competitor in for the money,rial,rial
23343,Retribution for setter appearing in two cases separately in the Cape,nemesis,nemesis
133861,Doctor healing great ills,allergist,allergist
65692,Sound punishment for murderer,cain,cain
134156,Main distance from actual line I'm dancing,nauticalmile,nautical mile
59825,Background music to be cut to size?,wallpaper,wallpaper
10942,Uproar in jail,stir,stir
83207,"King Edward was exploitative, in the royal habit",ermined,ermined
30102,Shut up about our being fostered!,encouraged,encouraged
97509,"Sittings needing many smalls? One, I suspect",sessions,sessions
15827,Beat cheat that's passed away,outdo,outdo
36272,"With backing, shoots in the foot - typical!",serif,serif
47619,Army unit call intended as a cure,remedial,remedial
116376,"Yesteryear's bloke? If Mandela's that, there's a crooked deal",forgottenman,forgotten man
100331,Liner fan may be damned,infernal,infernal
104640,"Writer on computer matters, unknown expert",authority,authority
30154,This official must take us with her,usher,usher
37791,Refuse assent in the end,object,object
91846,Top level backing for element in royal revolution,overlay,overlay
48535,One happy to include lots of US money with advance?,mercenary,mercenary
139257,Laymen deceived shabbily,meanly,meanly
48746,Recluse carries tons of welding material,thermit,thermit
30629,Parson's remedy,cure,cure
82290,Language of one set to wear back-to-front collar,latvian,latvian
113167,To comment on the repulsive - that's a hard thing,toughie,toughie
105760,"Expected to come back into season, almost like medieval society",feudal,feudal
53545,Sort of figure that changes with time?,hourglass,hourglass
40012,It could make one extremely tiddly with rum in it,toddy,toddy
140072,Makes crazy demand to begin with - called in to get it overturned,deranges,deranges
135387,"Doctor, get up and heal this deathly disease",theplague,the plague
29009,Ugly duckling?,cygnet,cygnet
71585,Call ship after capitalist?,dubliner,dubliner
65899,It's put on by a better singer,treble,treble
130332,Swedish chef's starter: an order for food,sandwiches,sandwiches
102796,Cities laid out in a way that's impractical,idealistic,idealistic
12,Completely lost voice and note from anaesthetic,ether,ether
36255,Sounded as if they are in agreement and went in order to look,eyesleft,eyes left
102482,Vision of motorway madness,mirage,mirage
126007,"Comprehend female, in short",fathom,fathom
1199,Get rid of Catholic king in play,clear,clear
136713,Thatcherite maybe stirring up a rebellion,neoliberal,neoliberal
6650,Fancy Luxembourg as Utopia?,ideal,ideal
38932,Purge over-excited fool within time limits,decontaminate,decontaminate
72601,Urban work by sanctimonious boy,oppidan,oppidan
40999,"Package turned up, given address with added detail",elaborate,elaborate
68996,Singer plugs TV award half-heartedly - it's an important mission,embassy,embassy
102844,"Cleo, a girl, becomes symbolic",allegoric,allegoric
134943,Knocked back soft drink and spirits in drinking bowl,jorum,jorum
48116,Blanching stakes,paling,paling
111338,Shakespearean explorer clutches black instrument,violadagamba,viola da gamba
21793,Call for resignation causes uproar,outcry,outcry
16523,Leading girl in musical doesn’t start solo,aria,aria
13370,A situation troubled dissenter,apostate,apostate
15275,Diver caught one coming up for something to eat,iceberg,iceberg
112739,"Sexy one to go on about ""me""",erogenous,erogenous
34991,"Picture of innocence's debut, wearing shift",movie,movie
15725,European caught in this system of morality,ethics,ethics
14120,Ludicrous car tax - this hanging round your neck?,cravat,cravat
7881,"Cause friction blowing top, around you calm",assuage,assuage
137929,Greek characters retire operating system,unix,unix
